Job Id,Job Title,Company,location,skills,Job Description,Responsibilities,search_text
981889630253290,Sales Representative,Lufthansa Group,Vienna,Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.","Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs.","Sales Representative Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams. Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting Manage client accounts, negotiate contracts, and achieve revenue targets by selling products or services. Provide ongoing support and solutions to clients. Collaborate with cross-functional teams to meet client needs."
2621499179453668,Marketing Specialist,Rank Group,Pristina,Content strategy Content creation Blog management Content promotion SEO Analytics and reporting,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.",Create and curate engaging and relevant content for various marketing materials and platforms. Develop content calendars and distribution strategies. Measure and report content marketing success.,"Marketing Specialist Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts. Content strategy Content creation Blog management Content promotion SEO Analytics and reporting Create and curate engaging and relevant content for various marketing materials and platforms. Develop content calendars and distribution strategies. Measure and report content marketing success."
1447220690814132,Customer Service Manager,Jones Financial (Edward Jones),Port of Spain,Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.",Develop and execute customer experience strategies to improve satisfaction and loyalty. Gather and analyze customer feedback. Collaborate with cross-functional teams to enhance the customer journey.,"Customer Service Manager Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions. Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills Develop and execute customer experience strategies to improve satisfaction and loyalty. Gather and analyze customer feedback. Collaborate with cross-functional teams to enhance the customer journey."
2839451483614218,Systems Administrator,Midea Group,Hagatna,Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base.","Systems Administrator IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure. Technical troubleshooting Hardware and software support Customer service Problem-solving Communication Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base."
708502662582497,Social Worker,St. James's Place plc,Douglas,School social work principles Student assessment and intervention Special education laws Individualized education plans (IEPs) Crisis management Collaboration with educators Family engagement Advocacy Empathy and communication Documentation Cultural competence Licensing and certification,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.",Collaborate with schools to support students academic and social needs. Conduct assessments and provide counseling and resources. Advocate for students and families.,"Social Worker Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources. School social work principles Student assessment and intervention Special education laws Individualized education plans (IEPs) Crisis management Collaboration with educators Family engagement Advocacy Empathy and communication Documentation Cultural competence Licensing and certification Collaborate with schools to support students academic and social needs. Conduct assessments and provide counseling and resources. Advocate for students and families."
3080558798436708,Inventory Analyst,"The Vanguard Group, Inc.",Berlin,Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.","Manage inventory levels, track stock movements, and optimize inventory turnover. Conduct regular inventory counts and reconcile discrepancies. Ensure accurate and efficient inventory management.","Inventory Analyst Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs. Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills Manage inventory levels, track stock movements, and optimize inventory turnover. Conduct regular inventory counts and reconcile discrepancies. Ensure accurate and efficient inventory management."
1749049908718308,Investment Banker,Motorola Solutions,Jakarta,Financial analysis Data analysis Financial modeling,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.","Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies.","Investment Banker A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning. Financial analysis Data analysis Financial modeling Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Create financial models and projections. Collaborate with clients on investment strategies."
1317199988555090,Database Developer,AutoZone,Bangkok,"NoSQL databases (e.g., MongoDB, Cassandra) Data modeling Data migration Performance tuning Scalability Distributed systems","NoSQL Database Engineers work with non-relational databases to store and manage large volumes of unstructured or semi-structured data. They design data models, optimize database performance, and ensure scalability and data consistency.",Work with NoSQL databases like MongoDB or Cassandra to store and retrieve data efficiently. Design data models for NoSQL databases. Ensure data availability and scalability.,"Database Developer NoSQL Database Engineers work with non-relational databases to store and manage large volumes of unstructured or semi-structured data. They design data models, optimize database performance, and ensure scalability and data consistency. NoSQL databases (e.g., MongoDB, Cassandra) Data modeling Data migration Performance tuning Scalability Distributed systems Work with NoSQL databases like MongoDB or Cassandra to store and retrieve data efficiently. Design data models for NoSQL databases. Ensure data availability and scalability."
1537373351455897,Network Engineer,Goodman Group,Papeete,Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.","Focus on network security, implement security measures, and protect against cyber threats. Conduct security audits and vulnerability assessments. Respond to security incidents and breaches.","Network Engineer Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data. Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery Focus on network security, implement security measures, and protect against cyber threats. Conduct security audits and vulnerability assessments. Respond to security incidents and breaches."
2952850718464525,HR Coordinator,Suncorp Group,Buenos Aires,Training program coordination Training material development Learning management systems,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.","Coordinate employee training programs, track training records, and assist with training logistics. Identify training needs and develop training materials. Facilitate training sessions or workshops.","HR Coordinator Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge. Training program coordination Training material development Learning management systems Coordinate employee training programs, track training records, and assist with training logistics. Identify training needs and develop training materials. Facilitate training sessions or workshops."
312930297089525,Psychologist,L3Harris Technologies,Sarajevo,Research methodology Data analysis Psychological studies Writing research reports Critical thinking,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","Conduct psychological research, design experiments, and analyze data. Publish research findings in academic journals. Contribute to the advancement of psychological knowledge.","Psychologist Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge. Research methodology Data analysis Psychological studies Writing research reports Critical thinking Conduct psychological research, design experiments, and analyze data. Publish research findings in academic journals. Contribute to the advancement of psychological knowledge."
861629561162058,Urban Planner,Commerzbank AG,Dublin,Transportation planning Traffic engineering GIS proficiency Public transportation Project management,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.",Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems.,"Urban Planner Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency. Transportation planning Traffic engineering GIS proficiency Public transportation Project management Specialize in transportation infrastructure and traffic management. Design efficient transportation networks. Address traffic congestion and improve public transit systems."
2693537662273592,Web Developer,Occidental Petroleum,Antananarivo,Frontend and backend development Database integration Problem-solving API knowledge,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.","Work on both frontend and backend aspects, creating full-stack solutions for web development. Integrate third-party APIs and services. Troubleshoot and debug web applications.","Web Developer Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions. Frontend and backend development Database integration Problem-solving API knowledge Work on both frontend and backend aspects, creating full-stack solutions for web development. Integrate third-party APIs and services. Troubleshoot and debug web applications."
496049318528864,Substance Abuse Counselor,"Wirecard AG (Now defunct, due to bankruptcy)",Luxembourg,Addiction recovery support Motivational interviewing Relapse prevention strategies,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship.,"Substance Abuse Counselor A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life. Addiction recovery support Motivational interviewing Relapse prevention strategies Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship."
1392140163773991,Research Analyst,Xcel Energy,Funafuti,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.,"Focus on data analysis, data mining, and statistical analysis to extract insights from large datasets. Develop data models and visualizations. Collaborate with data scientists and analysts.","Research Analyst A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings. Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail Focus on data analysis, data mining, and statistical analysis to extract insights from large datasets. Develop data models and visualizations. Collaborate with data scientists and analysts."
215647487845638,UI Developer,Farmers Insurance Exchange,Hanoi,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience.","UI Developer A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly. Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility Develop and maintain user interfaces for websites and web applications. Write clean and efficient HTML, CSS, and JavaScript code. Collaborate with UX designers to ensure a seamless user experience."
2915572348055933,Human Resources Manager,Pacific Life,Yaounde,Employee conflict resolution HR compliance Employee engagement Communication skills,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.","Address employee concerns, resolve conflicts, and implement HR policies and programs to foster a positive work environment. Conduct investigations and recommend corrective actions. Promote employee engagement and satisfaction.","Human Resources Manager Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment. Employee conflict resolution HR compliance Employee engagement Communication skills Address employee concerns, resolve conflicts, and implement HR policies and programs to foster a positive work environment. Conduct investigations and recommend corrective actions. Promote employee engagement and satisfaction."
716780218617009,Software Architect,China National Chemical Corporation (ChemChina),Harare,"Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure.","Software Architect A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy. Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes) Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure."
129017680373714,Project Manager,Illinois Tool Works,Oslo,Project management Team leadership Risk management Budgeting Communication skills,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.","Plan and oversee IT projects, manage project teams, and ensure successful project delivery within scope, time, and budget. Define project objectives and requirements. Monitor project progress and risks.","Project Manager IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders. Project management Team leadership Risk management Budgeting Communication skills Plan and oversee IT projects, manage project teams, and ensure successful project delivery within scope, time, and budget. Define project objectives and requirements. Monitor project progress and risks."
2754053554654600,Social Media Manager,Dr. Reddy's Laboratories,Mexico City,"Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification","Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,"Social Media Manager Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making. Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes."
2666383502660265,Pharmaceutical Sales Representative,Adobe,Warsaw,Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation.","Promote and sell pharmaceutical products to healthcare professionals, such as doctors and pharmacists. Build and maintain customer relationships. Provide product information and education.","Pharmaceutical Sales Representative Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation. Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills Promote and sell pharmaceutical products to healthcare professionals, such as doctors and pharmacists. Build and maintain customer relationships. Provide product information and education."
1226875535603318,Web Developer,AbbVie,Nur-Sultan,"Server-side programming (e.g., Node.js, Python) Database management (e.g., SQL, MongoDB)","Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications.",Develop server-side logic and databases to support web applications. Optimize application performance and security. Implement RESTful APIs for data retrieval and manipulation.,"Web Developer Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications. Server-side programming (e.g., Node.js, Python) Database management (e.g., SQL, MongoDB) Develop server-side logic and databases to support web applications. Optimize application performance and security. Implement RESTful APIs for data retrieval and manipulation."
2949405204076705,Sales Manager,Hartford Financial Services Group,Abu Dhabi,Key account management Relationship building Sales negotiation,"Manage key client accounts, build strong relationships, and drive revenue growth.",Build and maintain relationships with key clients. Develop account strategies and negotiate contracts. Ensure client satisfaction and retention.,"Sales Manager Manage key client accounts, build strong relationships, and drive revenue growth. Key account management Relationship building Sales negotiation Build and maintain relationships with key clients. Develop account strategies and negotiate contracts. Ensure client satisfaction and retention."
2711607372097770,Project Manager,Adani Ports and Special Economic Zone,Nicosia,Construction management Budgeting Contract negotiation Safety regulations,"The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery.","Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders.","Project Manager The Construction Project Manager oversees and manages construction projects, ensuring they are completed on time and within budget. They coordinate with contractors, architects, and other stakeholders to ensure successful project delivery. Construction management Budgeting Contract negotiation Safety regulations Oversee construction projects, including budgeting, scheduling, and coordination of subcontractors. Ensure compliance with safety regulations. Communicate project status to stakeholders."
403052397852052,Account Manager,TravelCenters of America,Kampala,Client relationship management Customer service Communication skills,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication.,"Account Manager Build and maintain strong client relationships, understand their needs, and ensure client satisfaction. Client relationship management Customer service Communication skills Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication."
195788900032651,Pediatrician,Go-Ahead Group,Kingstown,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment","Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.","Specialize in a specific area of pediatric medicine, such as cardiology or neurology. Diagnose and treat complex medical conditions in children. Collaborate with other specialists for comprehensive care.","Pediatrician Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions. Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment Specialize in a specific area of pediatric medicine, such as cardiology or neurology. Diagnose and treat complex medical conditions in children. Collaborate with other specialists for comprehensive care."
1041571156593766,Content Writer,WEC Energy Group,Riyadh,Content strategy Content planning SEO optimization Content marketing Analytics,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.","Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities.","Content Writer Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth. Content strategy Content planning SEO optimization Content marketing Analytics Develop content strategies, plan editorial calendars, and ensure content aligns with marketing and branding objectives. Monitor content performance and adjust strategies. Identify content trends and opportunities."
223752231049055,Brand Ambassador,Disney+,Gaborone,Brand promotion Marketing knowledge Communication skills Sales techniques Product knowledge,"Brand Promoters are responsible for promoting a companys brand or products. They engage with the target audience, create marketing strategies, and build brand awareness.","Represent and promote a brand at events, trade shows, and promotional campaigns. Engage with consumers and educate them about the brands products or services. Distribute promotional materials.","Brand Ambassador Brand Promoters are responsible for promoting a companys brand or products. They engage with the target audience, create marketing strategies, and build brand awareness. Brand promotion Marketing knowledge Communication skills Sales techniques Product knowledge Represent and promote a brand at events, trade shows, and promotional campaigns. Engage with consumers and educate them about the brands products or services. Distribute promotional materials."
2898862977317705,Electrical Designer,Auto Trader Group,Nuku?alofa,Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design.","Electrical Designer Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions. Lighting design Architectural lighting Lighting software proficiency Creative lighting concepts Technical knowledge Specialize in lighting design, creating lighting plans for interiors and exteriors. Select lighting fixtures and systems. Enhance visual appeal and energy efficiency through lighting design."
2941254664249545,Marketing Director,Valero Energy,Philipsburg,Marketing communication Public relations Content strategy Crisis management Media relations,"Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences.","Lead marketing communications efforts, including public relations and content marketing. Create marketing collateral and press releases. Manage media relations and crisis communications.","Marketing Director Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences. Marketing communication Public relations Content strategy Crisis management Media relations Lead marketing communications efforts, including public relations and content marketing. Create marketing collateral and press releases. Manage media relations and crisis communications."
2045968262486584,Investment Banker,China Southern Airlines,Kathmandu,Investment analysis Portfolio management Risk assessment,"An Investment Portfolio Manager manages investment portfolios, making investment decisions, monitoring performance, and optimizing asset allocation for clients or the organization.",Manage investment portfolios on behalf of clients or organizations. Monitor portfolio performance and adjust investment strategies. Provide regular reports and updates to clients.,"Investment Banker An Investment Portfolio Manager manages investment portfolios, making investment decisions, monitoring performance, and optimizing asset allocation for clients or the organization. Investment analysis Portfolio management Risk assessment Manage investment portfolios on behalf of clients or organizations. Monitor portfolio performance and adjust investment strategies. Provide regular reports and updates to clients."
251096878276311,Speech Therapist,AECOM,Andorra la Vella,Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators.","Speech Therapist Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills. Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators."
809952310726497,Procurement Specialist,MTU Aero Engines AG,Damascus,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.","Procurement Specialist Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services. Procurement strategies Supplier management Negotiation Cost analysis Supply chain management Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services."
538399991140766,Speech Therapist,Wells Fargo,Hanoi,Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,"Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators.","Speech Therapist Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills. Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills Assess and treat speech and language disorders in children. Provide therapy for articulation, language development, and communication skills. Collaborate with parents and educators."
118197641316076,Structural Engineer,American Express,Manila,Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.",Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans.,"Structural Engineer A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations. Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans."
1581069352291090,Project Coordinator,BJ's Wholesale Club,Copenhagen,Construction project management Building codes and regulations knowledge Budgeting and cost control Construction scheduling Contractor and subcontractor coordination,"Construction Project Coordinators assist in managing construction projects, handling documentation, budget tracking, and coordinating subcontractors.","Coordinate construction projects, including permits, subcontractors, and materials. Monitor project progress and timelines. Assist in budgeting and cost control.","Project Coordinator Construction Project Coordinators assist in managing construction projects, handling documentation, budget tracking, and coordinating subcontractors. Construction project management Building codes and regulations knowledge Budgeting and cost control Construction scheduling Contractor and subcontractor coordination Coordinate construction projects, including permits, subcontractors, and materials. Monitor project progress and timelines. Assist in budgeting and cost control."
340488867306861,Event Coordinator,Goldman Sachs Group,Dublin,Wedding planning Vendor coordination Ceremony and reception logistics Wedding etiquette Budget management Timeline planning Attention to detail Client communication Creativity Problem-solving Emotional intelligence Event design,"Plan and execute weddings, coordinate vendors, manage budgets, and oversee all aspects of the event to create a memorable day.","Assist couples in planning and executing their weddings, from venue selection to coordination on the big day. Manage timelines and resolve any issues that arise during weddings. Provide emotional support to couples.","Event Coordinator Plan and execute weddings, coordinate vendors, manage budgets, and oversee all aspects of the event to create a memorable day. Wedding planning Vendor coordination Ceremony and reception logistics Wedding etiquette Budget management Timeline planning Attention to detail Client communication Creativity Problem-solving Emotional intelligence Event design Assist couples in planning and executing their weddings, from venue selection to coordination on the big day. Manage timelines and resolve any issues that arise during weddings. Provide emotional support to couples."
2428845460075269,Landscape Architect,Spotify Technology S.A.,Kabul,Urban design and planning Zoning regulations GIS and mapping tools,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects.","Landscape Architect Develop and implement urban planning strategies, manage land use, and ensure sustainable city development. Urban design and planning Zoning regulations GIS and mapping tools Plan and design urban spaces, parks, and recreational areas. Consider sustainability and community needs in design. Collaborate with city planners and architects."
2867774442242010,Litigation Attorney,Marathon Oil,Tbilisi,Family law Divorce proceedings Child custody Mediation Legal counseling Court representation,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.","Litigation Attorney Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance. Family law Divorce proceedings Child custody Mediation Legal counseling Court representation Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services."
691270273103702,Procurement Manager,NCR,Tbilisi,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting.,"Procurement Manager Analyze procurement data, identify cost-saving opportunities, and support the procurement process. Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting."
1795204192607772,Digital Marketing Specialist,Pioneer Natural Resources,Road Town,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.","Digital Marketing Specialist Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement. Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics."
